Millis,Leituras
0,220
10,316
20,194
30,195
41,284
52,161
62,277
73,255
83,117
94,237
104,124
115,104
125,211
136,91
147,211
157,194
167,88
179,207
189,102
199,90
209,195
221,72
231,162
241,170
252,57
263,182
273,87
284,62
294,174
305,51
315,126
326,164
336,48
347,174
358,102
368,50
378,168
390,45
400,68
410,39
420,9
432,140
442,96
452,21
462,135
474,17
484,34
494,104
505,0
516,124
526,104
537,4
547,129
558,12
568,24
579,127
589,5
600,132
611,116
621,0
631,58
642,3
653,0
663,115
673,0
684,125
695,110
705,0
715,104
727,4
737,0
747,118
757,0
769,125
779,114
789,6
799,131
811,22
821,1
831,117
842,0
852,121
863,112
873,3
884,129
894,21
905,12
916,124
926,2
936,119
947,118
958,5
968,133
978,36
990,16
1000,130
1010,7
1020,84
1032,123
1042,7
1052,134
1063,63
1074,15
1084,134
1095,12
1105,31
1116,129
1127,0
1137,122
1147,104
1159,4
1169,127
1179,16
1190,18
1201,125
1211,3
1222,129
1232,117
1243,7
1254,134
1264,31
1274,17
1286,130
1296,0
1306,86
1317,113
1328,0
1338,119
1349,45
1359,3
1370,125
1381,3
1391,33
1401,121
1412,2
1423,131
1433,106
1443,9
1455,132
1465,15
1475,24
1486,128
1497,6
1507,128
1518,117
1528,10
1539,135
1550,28
1560,20
1570,131
1582,8
1592,116
1602,124
1613,9
1624,135
1634,49
1645,16
1655,55
1666,0
1677,0
1687,110
1697,0
1708,126
1719,87
1729,6
1739,125
1751,9
1761,0
1771,113
1782,0
1793,125
1803,107
1814,4
1824,100
1835,15
1846,18
1856,126
1866,3
1878,128
1888,118
1898,6
1909,134
1920,34
1930,17
1941,131
1951,7
1961,82
1973,124
1983,7
1993,136
2004,71
2015,13
2025,134
2036,14
2046,13
2057,118
2068,0
2078,127
2088,111
2100,7
2110,131
2120,21
2130,20
2142,129
2152,0
2162,123
2173,115
2184,3
2194,131
2205,40
2215,15
2226,128
2237,6
2247,89
2257,122
2269,3
2279,133
2289,24
2300,13
2311,133
2321,15
2332,9
2342,119
2353,0
2364,124
2374,110
2384,0
2396,127
2406,9
2416,11
2426,120
2438,0
2448,122
2458,113
2469,3
2480,131
2490,35
2501,14
2511,128
2522,5
2533,114
2543,122
2553,6
2565,133
2575,58
2585,13
2596,132
2607,0
2617,15
2628,108
2638,0
2649,122
2660,93
2670,3
2680,127
2692,10
2702,18
2712,120
2723,0
2734,126
2744,113
2755,5
2765,131
2776,30
2787,17
2797,129
2807,6
2819,14
2829,108
2839,0
2849,125
2861,41
2871,7
2881,125
2892,4
2903,68
2913,121
2924,0
2934,98
2945,55
2956,0
2966,121
2976,5
2988,21
