Millis,Leituras
0,222
10,204
20,173
30,139
41,150
52,148
62,114
73,128
83,107
94,89
104,97
115,51
125,49
136,47
146,22
157,20
167,6
178,7
188,11
199,0
209,0
220,8
230,0
241,43
251,2
262,0
272,12
283,0
293,4
304,3
314,0
325,32
335,0
346,6
356,63
367,0
377,3
388,2
398,0
408,0
419,0
430,1
440,45
450,0
461,17
472,6
482,0
492,0
503,0
514,0
524,31
534,0
545,7
556,3
566,0
576,37
587,0
598,0
608,12
618,0
628,7
640,1
650,0
660,64
670,0
681,11
692,48
702,0
712,15
723,47
734,0
744,105
754,0
765,0
776,16
786,0
796,13
807,8
818,0
828,27
838,5
849,18
860,28
870,3
880,11
891,0
902,0
912,96
922,0
933,3
944,36
954,0
964,10
975,1
986,0
996,9
1006,0
1017,0
1028,23
1038,0
1048,0
1059,0
1070,0
1080,0
1091,0
1101,0
1112,51
1122,0
1133,5
1143,0
1154,0
1164,12
1175,0
1185,0
1196,51
1207,0
1217,69
1227,2
1238,0
1249,11
1259,0
1269,6
1281,15
1291,0
1301,13
1311,5
1323,0
1333,5
1343,0
1354,0
1364,12
1375,0
1385,22
1396,8
1406,0
1417,15
1428,0
1438,5
1448,39
1459,1
1470,22
1480,37
1490,0
1502,14
1512,2
1522,0
1532,0
1544,0
1554,13
1564,57
1575,0
1586,7
1596,0
1606,0
1617,0
1628,0
1638,0
1648,13
1659,0
1670,16
1680,3
1691,0
1701,0
1712,0
1722,3
1733,48
1743,0
1754,12
1765,2
1775,0
1785,15
1796,0
1807,16
1817,31
1827,0
1839,20
1849,6
1859,0
1869,17
1881,0
1891,7
1901,39
1912,0
1923,1
1933,0
1943,0
1954,14
1965,0
1975,8
1986,12
1996,0
2007,7
2017,3
2028,0
2038,18
2049,3
2060,0
2070,79
2080,0
2091,1
2102,17
2112,0
2122,9
2134,0
2144,0
2154,13
2164,3
2176,16
2186,15
2196,0
2207,3
2217,0
2228,0
2238,1
2249,0
2259,15
2270,10
2281,0
2291,13
2301,4
2312,0
2323,12
2333,0
2343,9
2354,7
2365,0
2375,6
2385,0
2397,0
2407,16
2417,0
2427,17
2439,50
2449,0
2459,19
2470,4
2481,0
2491,13
2501,0
2512,5
2523,8
2533,0
2544,5
2554,0
2565,0
2575,0
2586,0
2596,12
2607,9
2617,0
2628,5
2638,0
2649,0
2660,17
2670,0
2680,0
2691,10
2702,0
2712,0
2722,0
2734,0
2744,16
2754,0
2764,16
2776,16
2786,0
2796,19
2807,7
2818,0
2828,11
2838,0
2849,5
2860,14
2870,0
2881,19
2891,20
2902,0
2912,14
2923,0
2933,7
2944,77
2955,0
2965,3
2975,27
2985,0
2997,90
3007,0
3017,0
3028,4
3039,0
3049,13
3059,1
3070,0
3081,10
3091,0
3102,0
3112,25
3123,0
3133,19
3144,13
3154,0
3165,12
3176,0
3186,0
3196,16
3207,0
3218,9
3228,74
3238,0
3250,0
3260,0
3270,0
3280,32
3292,0
3302,4
3312,9
3323,0
3334,0
3344,0
3354,0
3365,13
3376,0
3386,12
3396,120
3407,0
3418,14
3428,5
3439,0
3449,6
3460,0
3470,0
3481,0
3491,0
3502,0
3513,0
3523,0
3533,0
3544,0
3555,0
3565,114
3575,0
3587,0
3597,0
3607,0
3617,0
3629,0
3639,0
3649,116
3660,0
3671,0
3681,64
3691,0
3702,0
3713,0
3723,0
3733,116
3744,0
3755,15
3765,114
3776,0
3786,124
3796,0
3808,0
3818,119
3828,0
3840,0
3850,111
3860,0
3870,0
3881,0
3892,0
3902,120
3913,0
3923,0
3934,113
3944,0
3955,26
3965,4
3976,0
3987,123
3997,0
4007,0
4019,116
4029,0
4039,0
4049,0
4061,0
4071,0
4081,0
4091,0
4103,0
4113,0
4123,0
4134,1
4145,0
4155,5
4165,0
4176,9
4187,119
4197,0
4208,6
4218,3
4229,0
4239,4
4250,0
4260,0
4271,0
4281,0
4292,0
4302,103
4313,0
4324,10
4334,0
4344,13
4355,120
4366,0
4376,0
4386,62
4398,0
4408,0
4418,0
4428,0
4440,122
4450,0
4460,0
4471,107
4482,0
4492,55
4503,0
4513,0
4524,121
4534,0
4545,0
4555,108
4566,0
4577,1
4587,0
4597,6
4608,129
4619,0
4629,0
4639,111
4651,0
4661,123
4671,14
4682,0
4692,124
4703,0
4714,0
4724,115
4734,0
4745,0
4756,0
4766,0
4776,11
4788,0
4798,0
4808,112
4818,0
4830,0
4840,0
4850,0
4861,0
4872,0
4882,0
4892,118
4903,0
4914,0
4924,105
4935,0
4945,17
4956,1
4966,0
4977,117
4987,0
4998,0
5009,89
5019,0
5029,0
5041,0
5051,0
5061,121
5071,0
5083,8
5093,114
5103,0
5114,0
5125,0
5135,0
5145,122
5156,1
5167,0
5177,110
5188,0
5198,10
5209,3
5219,0
5230,122
5240,0
5251,0
5262,115
5272,0
5282,0
5294,10
5304,0
5314,120
5325,0
5336,0
5346,113
5356,0
5367,0
5378,0
5388,0
5398,1
5409,0
5420,0
5430,0
5441,0
5451,0
5462,0
5472,0
5483,23
5493,6
5504,14
5515,128
5525,0
5535,14
5545,28
5557,1
5567,21
5577,10
5588,9
5599,12
5609,0
5620,0
5630,110
5641,4
5651,0
5662,0
5672,0
5683,104
5694,0
5704,6
5714,115
5726,0
5736,0
5746,0
5756,0
5768,44
5778,0
5788,16
5798,122
5810,0
5820,0
5830,0
5841,0
5852,122
5862,0
5873,0
5883,113
5894,0
5904,0
5915,0
5925,0
5936,121
5947,7
5957,0
5967,117
5979,0
5989,0
5999,0
6009,0
6021,125
6031,0
6041,0
6051,116
6063,0
6073,0
6083,47
6094,0
6105,40
6115,0
6126,0
6136,102
6147,0
6157,6
6168,51
6178,0
6189,0
6200,0
6210,0
6220,39
6231,0
6242,0
6252,110
6262,0
6274,0
6284,0
6294,0
6304,123
6316,3
6326,0
6336,112
6347,0
6358,3
6368,19
6378,0
6389,2
6400,0
6410,0
6421,114
6431,0
6441,0
6452,1
6463,0
6473,122
6483,0
6495,9
6505,121
6515,0
6526,6
6537,38
6547,0
6557,0
6568,0
6579,0
6589,116
6600,0
6610,0
6621,70
6631,0
6642,2
6652,0
6663,0
6673,118
6684,0
6694,1
6705,1
6716,0
6726,0
6736,0
6747,0
6758,3
6768,0
6778,0
6790,0
6800,0
6810,3
6820,0
6832,0
6842,122
6852,0
6862,13
6874,57
6884,0
6894,13
6905,19
6916,0
6926,1
6937,0
6947,0
6958,111
6968,0
6979,11
6989,1
7000,0
7011,118
7021,0
7031,3
7042,114
7053,0
7063,0
7073,0
7085,0
7095,0
7105,0
7115,0
7127,116
7137,0
7147,4
7158,33
7169,0
7179,123
7190,0
7200,0
7211,115
7221,0
7232,0
7242,8
7252,0
7264,122
7274,0
