Millis,Leituras
0,218
10,314
20,292
30,18
41,291
52,181
62,171
73,269
83,146
94,255
104,243
115,134
125,218
136,121
147,102
157,21
167,88
179,163
189,195
199,8
210,201
221,124
231,8
241,193
252,71
263,49
273,149
284,32
294,158
305,117
316,38
326,158
336,39
347,54
358,148
368,3
378,155
390,136
400,35
410,34
420,4
432,17
442,123
452
463,122
474,108
484,6
494,129
505,16
516,21
526,126
537,5
547,34
558,104
568
579,127
589,19
600,15
610,34
621
631,119
642,114
653,4
663,131
673,32
684
695,117
705
715,43
727,111
737,9
747,137
757,44
769,2
779,133
789,12
800,12
811,126
821,11
831,137
842,57
852,18
863,135
874,16
884,82
894,128
905,11
916,139
926,68
936,17
948,136
958,18
968,49
978,131
990,11
1000,137
1010,101
1021,15
1032,138
1042,25
1053,31
1063,132
1074,11
1085,133
1095,123
1105,14
1117,138
1127,4
1137,23
1148,135
1159,2
1169,116
1180,122
1190,5
1201,133
1212,54
1222,14
1232,133
1244,14
1254,51
1264,93
1275
1286,118
1296,84
1307
1317,125
1328,12
1339,21
1349,122
1359,1
1371,126
1381,113
1391,6
1402,131
1413,29
1423,18
1434,128
1444,5
1455,29
1466,108
1476
1486,127
1498,4
1508,9
1518,125
1528,6
1540,84
1550,121
1560,4
1571,131
1582,65
1592,1
1603,132
1613,16
1624,29
1635,128
1645,6
1655,31
1667,107
1677,6
1687,129
1698,22
1709,2
1719,128
1730,6
1740,32
1751,104
1762
1772,126
1782,31
1794,1
1804,124
1814,4
1824,109
1836,121
1846,5
1856,13
1867,56
1878,1
1888,131
1899,12
1909,34
1920,125
1931
1941,123
1951,104
1963,6
1973,129
1983,2
1994
2004,114
2015
2026,12
2036,112
2046,2
2058,128
2068,3
2078,14
2089,127
2100,4
2110,9
2121,108
2131
2142,124
2153,44
2163,7
2173,126
2185,6
2195,66
2205,121
2215,2
2227,13
2237,77
2247,1
2258,13
2269,17
2279,26
2290,125
2300,6
2311,13
2322,115
2332,8
2342,133
2354,3
2364,21
2374,13
2385,7
2396,125
2406,12
2417,8
2427,135
2438,46
2449,17
2459,131
2469,11
2481,83
2491,125
2501
2512,122
2523,6
2533
2544,117
2554,3
2565,19
2575,116
2586
2596,124
2607,105
2618,4
2628,128
2638,21
2650,19
2660,126
2670,4
2681,125
2692,116
2702,5
2713,132
2723,35
2734,17
2745,13
2755
2765,104
2777,114
2787
2797,126
2808,51
2819,8
2829,128
2840,8
2850,52
2861,122
2872,3
2882,131
2892,93
2903,12
2914,131
2924,19
2934,25
2946,127
2956,6
2966,13
2977,117
2988,9
2998,134
3009,32
3019,21
3030,129
3041,7
3051,123
3061,122
3073,1
3083,135
3093,51
3104,15
3115,132
3125,12
3136,65
